title,car_model_name,car_color,car_mileage,location,date,price
تويوتا كورولا 2010,كورولا,أسود,"150,000 كم",بني سويف‎,2024-05-05,"625,000 جنيه"
تويوتا كورولا 2007,كورولا,فضي,"220,000 كم",الإسماعيلية,2024-05-05,"620,000 جنيه"
تويوتا ايكو 2000,ايكو,فضي,"152,000 كم",التجمع - القاهرة الجديدة,2024-05-05,"270,000 جنيه"
تويوتا كورولا 2020,كورولا,أسود,"79,000 كم",الفيوم,2024-04-17,"900,000 جنيه"
تويوتا كورولا 2020,كورولا,بترولي,"82,300 كم",أسيوط,2024-05-04,"1,150,000 جنيه"
تويوتا كورولا 1999,كورولا,احمر,"185,000 كم",القاهرة,2024-05-04,"295,000 جنيه"
تويوتا كورولا 2020,كورولا,أبيض,"100,000 كم",القاهرة,2024-05-04,"930,000 جنيه"
تويوتا فورتشنر 2016,فورتشنر,أبيض,"170,000 كم",المعادى,2024-05-04,"1,750,000 جنيه"
تويوتا كورولا 2019,كورولا,باذنجاني,"50,000 كم",الهرم,2024-05-04,"1,000,000 جنيه"
تويوتا كورولا كروس 1998,كورولا كروس,احمر غامق,"230,000 كم",ديرب نجم,2024-05-04,"225,000 جنيه"
تويوتا كورولا 1997,كورولا,احمر,"250,000 كم",القاهرة,2024-05-04,"245,000 جنيه"
تويوتا كورولا 2020,كورولا,رمادي,"211,000 كم",التجمع - القاهرة الجديدة,2024-05-04,"1,100,000 جنيه"
تويوتا ياريس 2008,ياريس,فضي,- كم,الإسكندرية,2024-05-04,"430,000 جنيه"
تويوتا كورولا 2020,كورولا,أبيض,"68,000 كم",السويس‎,2024-05-03,"930,000 جنيه"
تويوتا كورولا 2007,كورولا,أسود,"5,000 كم",الجيزة,2024-05-03,"420,000 جنيه"
تويوتا رش 2023,رش,أبيض,"1,800 كم",الشروق,2024-05-03,"1,450,000 جنيه"
تويوتا برادو 2017,برادو,أبيض,"76,000 كم",المنوفية,2024-05-03,"4,500,000 جنيه"
تويوتا رش 2019,رش,باذنجاني,"63,000 كم",القاهرة,2024-05-03,"1,200,000 جنيه"
تويوتا كورولا 1998,كورولا,احمر,"220,000 كم",ديرب نجم,2024-05-03,"220,000 جنيه"
تويوتا كورولا 2016,كورولا,أسود,"150,000 كم",الدقهلية,2024-05-03,"820,000 جنيه"
تويوتا كورولا 2007,كورولا,أسود,"30,000 كم",مرسى علم,2024-05-03,"650,000 جنيه"
تويوتا كورولا 2022,كورولا,فضي,"30,000 كم",المعادى,2024-05-03,"1,080,000 جنيه"
تويوتا كورولا 2023,كورولا,فضي,"4,000 كم",البحيرة,2024-05-03,"1,265,000 جنيه"
تويوتا كورولا 2020,كورولا,أبيض,"93,000 كم",الهرم,2024-05-03,"700,000 جنيه"
تويوتا كورولا 2023,كورولا,رمادي,- كم,القاهرة,2024-05-03,"1,320,000 جنيه"
تويوتا كورولا 2022,كورولا,أبيض,"108,000 كم",شبين الكوم,2024-05-03,"1,075,000 جنيه"
تويوتا فورتشنر 2016,فورتشنر,احمر غامق,"135,000 كم",التجمع - القاهرة الجديدة,2024-05-03,"1,900,000 جنيه"
تويوتا ياريس 2009,ياريس,فيراني,"210,000 كم",شرم الشيخ,2024-05-03,"490,000 جنيه"
